id,created_at,sampled_at,name,screen_name,description,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,banner_url,verified
1.00E+18,2018-05-29 16:11:08+00:00,2022-09-25 02:32:00+00:00,Nilzzzz,Nilz_1990,PhD student,100,57,70,378,1,TRUE,https://pbs.twimg.com/profile_banners/1001496168931700736/1642196036,FALSE
1.51E+18,2022-03-27 15:18:03+00:00,2022-09-25 02:32:00+00:00,❶❻世ㄘゃԽ^^,oh__komattana,16世です❣️20↑腐￤🎈🌟￤🍑￤F外🔕￤低浮上￤とんでも遅筆ワンダ〜ｽﾞ￤1番好きな派生は博ペガです￤🔞🗝@tdn_e_e 息切れﾂｲ多め,5723,515,81,3383,25,TRUE,https://pbs.twimg.com/profile_banners/1508101014578114564/1654877573,FALSE
1.55E+18,2022-07-30 20:24:04+00:00,2022-09-25 02:32:00+00:00,NativeguyNM🏜🏜🇺🇲🏜🏜,Nativeguy1211,"Just a simple guy here,only Men/no women🚫🚫🚫.❤️ contents that are hot 👅🔥 🥵. Native/gay 🇺🇲🏳️‍🌈🏳️‍🌈 /love movies 🎬 🎞 and underwear 🩲 and 🍆🍆💦.",10650,230,1366,10051,0,TRUE,https://pbs.twimg.com/profile_banners/1553476459867537410/1663261141,FALSE
2873075045,2014-11-11 23:22:29+00:00,2022-09-25 02:32:00+00:00,Jeffrey Pruiksma,popsjbp223,,16832,63,127,36448,0,TRUE,N/A,FALSE
1.57E+18,2022-09-26 01:58:36+00:00,2022-09-25 02:32:00+00:00,Marco Hill,MarcoHi41547236,احب المتااجر #السعوديه,248,0,0,0,0,TRUE,N/A,FALSE
1.56E+18,2022-08-31 03:37:11+00:00,2022-09-25 02:32:00+00:00,แง่ววว😻,phrnphthxngthb1,,4603,0,11,1213,0,TRUE,N/A,FALSE
3181837801,2015-05-01 14:10:32+00:00,2022-09-25 02:32:00+00:00,내 이름은 김삼승이,KIM_SAM_SEUNG2,YoᴗonY,25590,573,131,28821,1,TRUE,https://pbs.twimg.com/profile_banners/3181837801/1660416894,FALSE
1651669597,2013-08-07 00:52:18+00:00,2022-09-25 02:32:00+00:00,4.☤ 🇸🇦,_Sergio4,I was born to be different 👑 @ManUtd he's the life 🎈6 mar 2019 💔,53032,484,426,809,3,TRUE,https://pbs.twimg.com/profile_banners/1651669597/1653307928,FALSE
1.36E+18,2021-02-07 07:14:10+00:00,2022-09-25 02:32:00+00:00,chicago,kissedthearth,,29757,849,734,10334,13,TRUE,https://pbs.twimg.com/profile_banners/1358313055696863233/1643591676,FALSE
1.57E+18,2022-09-26 01:56:53+00:00,2022-09-25 02:32:00+00:00,のん,15XLMET2BEDN1aN,,2,1,3,0,0,TRUE,N/A,FALSE
2335019124,2014-02-09 12:11:59+00:00,2022-09-25 02:32:00+00:00,ك̲ۣو̲ۣد̲ۣ ك̲ۣو̲ب̲و̲ۣن̲ خ̲ۣص̲ۣم̲,Rohanaserah,temerloh pahang,352,2,18,2,0,TRUE,https://pbs.twimg.com/profile_banners/2335019124/1652205612,FALSE
111820343,2010-02-06 07:01:15+00:00,2022-09-25 02:32:00+00:00,L A K E,LAKEXVIII,,62980,731,366,47770,5,FALSE,https://pbs.twimg.com/profile_banners/111820343/1656954704,FALSE
1.52E+18,2022-04-28 20:08:06+00:00,2022-09-25 02:32:00+00:00,FABIO MULLER,fabio2680,,174,144,281,499,0,TRUE,https://pbs.twimg.com/profile_banners/1519770363898515456/1662651734,FALSE
8.00E+17,2016-11-18 13:00:17+00:00,2022-09-25 02:32:00+00:00,ChiChu_yaaa 〰️ 🐍,lakrandhi95,"Simple girl 😍😍😍
Love my life 💓💓 thriller movies😘
Fan girl of Blackpink, Lisoo but i'm so JISOO Lover 💅 
YOUR OPINION IS NOT MY REALITY 👼😈",44819,649,146,94414,2,FALSE,https://pbs.twimg.com/profile_banners/799598100671131648/1652775785,FALSE
1.55E+18,2022-07-08 11:48:57+00:00,2022-09-25 02:32:00+00:00,Toxic tv,Toxictv88379085,,5071,50,459,2822,1,TRUE,https://pbs.twimg.com/profile_banners/1545374259140231168/1661168467,FALSE
1.57E+18,2022-09-09 03:45:46+00:00,2022-09-25 02:32:00+00:00,Paolla 💜,_quadros99,João Guilherme 💙👩‍👦 / filha de Iemanjá 🌊📿,49,91,164,20,0,TRUE,https://pbs.twimg.com/profile_banners/1568083114123005952/1662696080,FALSE
1.17E+18,2019-09-09 01:52:59+00:00,2022-09-25 02:32:00+00:00,Evaa,Evaamolina02,,3016,144,121,7353,0,TRUE,https://pbs.twimg.com/profile_banners/1170877680356593664/1650663764,FALSE
1.57E+18,2022-09-26 01:58:46+00:00,2022-09-25 02:32:00+00:00,🍛عروض خصومااات جديده🍬,LauraLo73714580,احب المتااجر #السعوديه,248,0,0,0,0,TRUE,N/A,FALSE
1.31E+18,2020-09-19 07:53:27+00:00,2022-09-25 02:32:00+00:00,Mani justice,ManiDoosti,your friend!,3618,9,53,2286,0,TRUE,https://pbs.twimg.com/profile_banners/1307226208376102916/1663674417,FALSE
1.57E+18,2022-09-11 16:50:17+00:00,2022-09-25 02:32:00+00:00,Kedu Lamar,lamar_kedu,,11,4,57,0,0,TRUE,N/A,FALSE
2993312819,2015-01-23 00:39:44+00:00,2022-09-25 02:32:00+00:00,Martian™,j0rdan_marshall,🔰🇧🇧,15271,844,685,13059,0,TRUE,https://pbs.twimg.com/profile_banners/2993312819/1646864049,FALSE
1.48E+18,2021-12-29 12:39:54+00:00,2022-09-25 02:32:00+00:00,martins 🇪🇪,martins011x,@gremio | ⁷⁷⁷,4136,595,665,2203,0,TRUE,https://pbs.twimg.com/profile_banners/1476171078976344065/1663114044,FALSE
132355708,2010-04-13 01:01:12+00:00,2022-09-25 02:32:00+00:00,セブン‐イレブン・ジャパン,711SEJ,セブン-イレブン公式アカウント。※店舗商品のお問合せは下記窓口へお願い致します　https://t.co/dq7LZuPHpq 0120-711-372(月〜金9:30～17:00) ソーシャルメディアの利用規約　https://t.co/F5XEgp34i9,7156163,4892854,15,9353,11171,FALSE,https://pbs.twimg.com/profile_banners/132355708/1608680235,TRUE
2161778035,2013-10-28 23:22:40+00:00,2022-09-25 02:32:00+00:00,Kate Burke,kateburkeremax,,1377,47,161,7290,0,TRUE,N/A,FALSE
1.57E+18,2022-09-26 01:59:08+00:00,2022-09-25 02:32:00+00:00,Quincy Varela,QuincyVarela,كل الكوبونات ترحب بكم..,310,0,0,0,0,TRUE,N/A,FALSE
2796068118,2014-09-07 15:11:39+00:00,2022-09-25 02:32:00+00:00,paquita,chatelaiine,Sone que el fuego helaba sone que larnieve ardia y park sonar lo imposible sone que me querias.,382832,42,633,0,0,TRUE,N/A,FALSE
27350444,2009-03-29 01:13:24+00:00,2022-09-25 02:32:00+00:00,PosterboiBk,HeadHonchoe,"Photoshoot fresh,Im about to call the paparazzi on myself!!",40071,682,1857,5664,4,FALSE,https://pbs.twimg.com/profile_banners/27350444/1565840296,FALSE
241478070,2011-01-22 10:31:51+00:00,2022-09-25 02:32:00+00:00,Bhaskar,BhaskarGBSR,aman bır guzeli   sevıpte alamassan,380,1,52,13,0,TRUE,https://pbs.twimg.com/profile_banners/241478070/1545221322,FALSE
3573191833,2015-09-15 16:15:01+00:00,2022-09-25 02:32:00+00:00,Michael MoneyMike James,dreamcatchermja,"I Am A Mover & A Shaker. I Am A Leader, NOT a follower. I'm An ENTP & IQ Of 158. I'm A Caring Kinky Loving Passionate Sensual Rare Romantic Relic TRUE Gentleman",723057,2291,5001,708027,15,TRUE,https://pbs.twimg.com/profile_banners/3573191833/1608881060,FALSE
565141916,2012-04-28 04:04:50+00:00,2022-09-25 02:32:00+00:00,忍冬スピカ,suikazurasupika,このアカウントは、成人したのに年下の中学女子にお姫様抱っこされたりした成人男性のものである 154cm/42kg 舞(祭典)14902 アイコン→ @Bee__cub,319842,1912,2329,77449,81,FALSE,https://pbs.twimg.com/profile_banners/565141916/1616619615,FALSE
114139855,2010-02-14 08:15:27+00:00,2022-09-25 02:32:00+00:00,RB,RBkyuuu,,26605,444,521,4782,4,FALSE,https://pbs.twimg.com/profile_banners/114139855/1652706033,FALSE
9.52E+17,2018-01-13 05:31:07+00:00,2022-09-25 02:32:00+00:00,Inner Practitioner,MindTendencies2,A learner and practitioner. Clarity is my specialty,40132,300501,22679,207965,0,FALSE,https://pbs.twimg.com/profile_banners/952050353813377024/1600057515,FALSE
9.24E+17,2017-10-26 17:18:16+00:00,2022-09-25 02:32:00+00:00,そぼろ🦆,Soboroq,推し🫐🖤 🐱🐾 🤍🖤 🧸🎀 🦔 🍮🐇 𖦹 ·̫ 𖦹 🗝 🦋 🐣 🐰🖤,37295,45,826,77537,12,TRUE,https://pbs.twimg.com/profile_banners/923599672014278656/1662640699,FALSE
1.42E+18,2021-07-24 14:46:06+00:00,2022-09-25 02:32:00+00:00,まめすけ✤ 1y7m+5m🚒,Ray02525,アニメとゲーム大好き夫婦と長男くん(2021.2生まれ)、次男くん(2022.4生まれ)の4人家族+🐈🐹保育園検討中の自宅保育組🐳無言フォロー失礼します🙇‍♀️タメ口、無言フォロー大歓迎です🥳,461,152,289,2239,7,TRUE,https://pbs.twimg.com/profile_banners/1418945544140083204/1662872273,FALSE
1.03E+18,2018-08-27 17:15:40+00:00,2022-09-25 02:32:00+00:00,gris,tkkspring,namjoon PARA d fala da teoria da relatividade sao tres da manha vem dormir,5541,568,792,23192,2,FALSE,https://pbs.twimg.com/profile_banners/1034127317407289344/1658832837,FALSE
9.51E+17,2018-01-10 14:23:02+00:00,2022-09-25 02:32:00+00:00,mekamahalo,f9_mekamahalo,親の介護しながら若い方達にいろいろな情報を頂き世の中に遅れないようにと頑張っているおばちゃんです🙇‍♀️SNSもよくわかって無い🤣ので失礼があったらすみません🙇‍♀️無言の❤️とRT多めですが宜しくお願いします。皆さんに感謝です❣️,48511,449,149,90154,7,TRUE,https://pbs.twimg.com/profile_banners/951097050170445824/1516800323,FALSE
1.56E+18,2022-08-26 14:10:05+00:00,2022-09-25 02:32:00+00:00,Maye Farias,farias_maye,,25027,121,7,49,0,TRUE,N/A,FALSE
1665175080,2013-08-12 14:26:48+00:00,2022-09-25 02:32:00+00:00,シーアツ,sea_atsu_man,うま娘の英国紳士 🐠 藪漕がないフライマン🎣🎣内地出身https://t.co/vuPFPPaRus 釣り場カメラ↓,11098,734,860,52629,20,TRUE,https://pbs.twimg.com/profile_banners/1665175080/1659655239,FALSE
1.28E+18,2020-07-14 18:43:25+00:00,2022-09-25 02:32:00+00:00,teneske,teneske,,3835,233,672,2196,0,TRUE,N/A,FALSE
1.53E+18,2022-05-26 03:24:51+00:00,2022-09-25 02:32:00+00:00,나능💙이재명주의자💕,janghada9,트린이🤪  기능 아직 잘모름😁,2112,110,89,4837,0,TRUE,N/A,FALSE
1481035662,2013-06-04 01:29:43+00:00,2022-09-25 02:32:00+00:00,Zach Gingrich,ZachGingrich27,Assistant Coach at Howard Payne University Baseball⚾️,23617,655,1267,42889,8,TRUE,https://pbs.twimg.com/profile_banners/1481035662/1578001245,FALSE
1.20E+18,2019-11-21 02:28:19+00:00,2022-09-25 02:32:00+00:00,くりりゅう,RyuKuri201911,くまは散歩できない。,2302,17,27,1461,2,TRUE,https://pbs.twimg.com/profile_banners/1197339711947149312/1574304611,FALSE
7.96E+17,2016-11-09 00:13:11+00:00,2022-09-25 02:32:00+00:00,nigerlick,nigerlick5,,825,33,2373,2172,0,TRUE,N/A,FALSE
1.48E+18,2021-12-29 13:40:27+00:00,2022-09-25 02:32:00+00:00,val,dayIightera,faith in the future the best album,89966,783,776,32543,13,TRUE,https://pbs.twimg.com/profile_banners/1476186260146425862/1662427840,FALSE
1.33E+18,2020-11-21 15:38:33+00:00,2022-09-25 02:32:00+00:00,aaish ៸៸ freetag,sweetieaaish,holla! 𝒇𝒂𝒏/𝒉𝒖𝒏𝒕𝒆𝒓 𝒂𝒄𝒄.,1000,89,433,1599,0,TRUE,https://pbs.twimg.com/profile_banners/1330173714256842752/1659707698,FALSE
1.28E+18,2020-07-04 08:12:39+00:00,2022-09-25 02:32:00+00:00,-,lovereal__pcy,✨ 𝐟𝐚𝐧𝐠𝐢𝐫𝐥𝐢𝐧𝐠 𝐢𝐬 𝐚𝐧𝐝 𝐰𝐢𝐥𝐥 𝐚𝐥𝐰𝐚𝐲𝐬 𝐛𝐞 𝐭𝐡𝐞𝐫𝐚𝐩𝐞𝐮𝐭𝐢𝐜 ✨,23258,363,697,57100,1,TRUE,https://pbs.twimg.com/profile_banners/1279327199170924544/1632877196,FALSE
1.18E+18,2019-09-24 08:38:08+00:00,2022-09-25 02:32:00+00:00,n!,nkniap,stay hot. 🖤💗💎,1533,9,135,2250,0,TRUE,https://pbs.twimg.com/profile_banners/1176415468006961152/1660409342,FALSE
4181779222,2015-11-13 21:52:18+00:00,2022-09-25 02:32:00+00:00,✮,trivisaitihasa,«Este perfil é afiliado e patrocinado pela URSAL ☭» Autodebuted: 2019.10.31 ❤️‍🔥✨,39068,281,609,49006,4,FALSE,https://pbs.twimg.com/profile_banners/4181779222/1586474458,FALSE
1.53E+18,2022-05-23 04:59:12+00:00,2022-09-25 02:32:00+00:00,雌ゴリラ🦍anan表紙💖玉森裕太 くん💖,mesugorira3298,"🧳 #楽天トラベル お得な #県民割 はこちら🉐➡https://t.co/nJ1YRVTSgY
アマ垢➡@mesugorira3296
6/1再開の初心者です🔰よろしくです🙇#0コレ　ROOM➡https://t.co/QmPaf3lNN9
　RT以外⬇",62600,2712,1832,80514,9,TRUE,https://pbs.twimg.com/profile_banners/1528601360240766976/1663028747,FALSE
1.21E+18,2020-01-07 13:15:38+00:00,2022-09-25 02:32:00+00:00,Mart,Mart78563985,,11146,134,433,7,0,TRUE,N/A,FALSE
1.08E+18,2019-01-05 02:42:00+00:00,2022-09-25 02:32:00+00:00,Oh Hey 😋😊,Envykevinp,,152,1373,428,2281,3,TRUE,https://pbs.twimg.com/profile_banners/1081380261630218242/1549813950,FALSE
1.57E+18,2022-09-26 01:59:07+00:00,2022-09-25 02:32:00+00:00,James Hernandez,JamesHe71709540,احب المتااجر #السعوديه,307,0,0,0,0,TRUE,N/A,FALSE
1.51E+18,2022-03-23 03:26:15+00:00,2022-09-25 02:32:00+00:00,Sunny Demi🤍❤🤍,SunnyDzemi,Ничем,794,13,56,3803,0,TRUE,https://pbs.twimg.com/profile_banners/1506472179193552900/1649375236,FALSE
9.15E+17,2017-10-01 21:01:25+00:00,2022-09-25 02:32:00+00:00,Pendeja🍑🍯-has-arrived,RosePeachHoney,Where the tasty butterscotch boys at? 🍯😋|She/Her/Hers|26|bitch✌️|♓️|,66562,61,132,18813,0,FALSE,https://pbs.twimg.com/profile_banners/914596132558217216/1645258012,FALSE
1571535756,2013-07-05 23:32:11+00:00,2022-09-25 02:32:00+00:00,Bruce Bender,bbbgramps,,222347,609,1289,87593,141,TRUE,https://pbs.twimg.com/profile_banners/1571535756/1465141878,FALSE
1.57E+18,2022-09-26 01:58:46+00:00,2022-09-25 02:32:00+00:00,🍛عروض خصومااات جديده🍬,LauraLo73714580,احب المتااجر #السعوديه,248,0,0,0,0,TRUE,N/A,FALSE
1.45E+18,2021-10-25 11:40:26+00:00,2022-09-25 02:32:00+00:00,لیمیتم،من‌لایک‌میکنم‌تو'ریت‌کن,woojin_ir,(EXOL & CUBS & ELF & ATINY & THEB),6890,656,1078,9043,1,TRUE,N/A,FALSE
1.40E+18,2021-06-13 22:40:51+00:00,2022-09-25 02:32:00+00:00,DiegoG,DiegoG89756463,🥵,774,38,411,4354,0,TRUE,N/A,FALSE
1.51E+18,2022-03-24 16:11:49+00:00,2022-09-25 02:32:00+00:00,**,recstufff,,10400,141,17,5781,4,TRUE,N/A,FALSE
1.28E+18,2020-06-23 02:43:44+00:00,2022-09-25 02:32:00+00:00,KANDA💚 MTBB ❤💜,BoonjitKanda,"BAMBAM 💜 
Mark ❤
GOT7💚",160700,317,187,32881,0,TRUE,https://pbs.twimg.com/profile_banners/1275257923686432769/1659421225,FALSE
1.53E+18,2022-05-18 03:00:43+00:00,2022-09-25 02:32:00+00:00,The Daily Football,TheDailyfooti3,🤖. Catch here daily on ⚽ https://t.co/hE21V4XJqn,97,30,53,3,0,TRUE,N/A,FALSE
204629281,2010-10-19 03:29:57+00:00,2022-09-25 02:32:00+00:00,nam_khaeng,nooicy,ที่นี่คือเซฟโซน 💕,7508,68,457,6259,0,TRUE,https://pbs.twimg.com/profile_banners/204629281/1646188986,FALSE
523685042,2012-03-13 21:18:02+00:00,2022-09-25 02:32:00+00:00,jakk womack 🥶🍄,coldest117,"FBA ✊🏽business minds, make great waves 🌊",13121,446,558,16596,0,FALSE,https://pbs.twimg.com/profile_banners/523685042/1660242851,FALSE
1.46E+18,2021-11-01 10:14:29+00:00,2022-09-25 02:32:00+00:00,ً,sjykitten,heart  eyes  4  정원  !?,13813,1560,1852,23980,4,TRUE,https://pbs.twimg.com/profile_banners/1455115646388240385/1663928590,FALSE
1.57E+18,2022-09-26 01:59:28+00:00,2022-09-25 02:32:00+00:00,Scott Barajas,ScottBarajas10,احب المتااجر #السعوديه,238,0,0,0,0,TRUE,N/A,FALSE
4575872053,2015-12-16 14:28:03+00:00,2022-09-25 02:32:00+00:00,Fernanda Sanchez,bearnanda_,🇲🇽 🇨🇱| Lee 💕,2082,326,322,1758,0,TRUE,https://pbs.twimg.com/profile_banners/4575872053/1551225216,FALSE
226935659,2010-12-15 13:28:35+00:00,2022-09-25 02:32:00+00:00,たさか　ゆきこ,azukihoshiyasai,神奈川在住。その人がその人らしく生きていく。自分が心地よいことを大切にする。ウクレレいいね。タッチタッピング、野菜づくり。のんびり過ごすことの心地よさ感じる時間を大切に。,180994,958,579,163755,11,FALSE,https://pbs.twimg.com/profile_banners/226935659/1429968206,FALSE
1.08E+18,2019-01-09 02:08:29+00:00,2022-09-25 02:32:00+00:00,Thata,geovana_hot,"há milhares, mas eu sou eu",4236,563,443,7108,1,TRUE,https://pbs.twimg.com/profile_banners/1082821379832143873/1664123772,FALSE
1.24E+18,2020-03-21 04:03:36+00:00,2022-09-25 02:32:00+00:00,Donna do Reality🔥🧺🐮#Sdv #AFazenda14,DonnaDoReality,"Amo reality (ies)
Comentando com inteligência, sarcasmo, um bocadinho de deboche, mas sem ofender, bora?!",3348,1424,1437,43684,0,TRUE,https://pbs.twimg.com/profile_banners/1241213769046470657/1639908138,FALSE
1.28E+18,2020-07-18 10:08:13+00:00,2022-09-25 02:32:00+00:00,Laiaia,la_stabe,"Après nous, le déluge.",8178,1445,2946,83163,0,TRUE,https://pbs.twimg.com/profile_banners/1284429653030166528/1623498122,FALSE
1.34E+18,2020-12-23 00:16:48+00:00,2022-09-25 02:32:00+00:00,おきなばまなみ,ErinBridgers9,"🥰Okinaba Manami🥰
ぐるぐる⛄️移動中の完全防備⛄️⛄️⛄️
一気にお外薄暗くなったなあ🥶
皆も身体冷やさないようにね☺️♡冬は風邪ひきやすいから😷",364902,18,15,0,0,TRUE,https://pbs.twimg.com/profile_banners/1341538142910894080/1643750061,FALSE
1.03E+18,2018-08-09 03:30:18+00:00,2022-09-25 02:32:00+00:00,Gabriela ✨,gabrielacdoso1,you understand me?,4187,238,143,18021,0,TRUE,https://pbs.twimg.com/profile_banners/1027396625050816512/1652407228,FALSE
1.05E+18,2018-09-28 14:41:59+00:00,2022-09-25 02:32:00+00:00,~Liu✨🦊,AngelicM17,,647,14,472,3172,0,TRUE,https://pbs.twimg.com/profile_banners/1045685051776806912/1649027593,FALSE
2730708253,2014-08-14 01:29:14+00:00,2022-09-25 02:32:00+00:00,Noth🏝️🕊️,notheless,"icon by @sazanamiserena

🏝🕊 |🎤🌊 | ❄️🕊 | 🪢 | 🗿💘 |⏱🗝
Just a vtubers fan, might retweet R18 fan-art",13028,390,2584,118126,17,TRUE,https://pbs.twimg.com/profile_banners/2730708253/1643355771,FALSE
1.23E+18,2020-02-20 07:34:37+00:00,2022-09-25 02:32:00+00:00,Red Ghosts,2Red2Wolf2,"I just thought to put this here, 18+
CW: Retweeted NSFW, kinks, & vore stuffs",10048,107,502,17441,1,TRUE,N/A,FALSE
1.57E+18,2022-09-26 00:34:00+00:00,2022-09-25 02:32:00+00:00,aysoo,aysoo68613648,,408,10,17,162,0,TRUE,N/A,FALSE
123732552,2010-03-17 02:19:04+00:00,2022-09-25 02:32:00+00:00,たれたれこ·˖✶,taretareko,中日ドラゴンズとたれぱんだとゲームが好き。,18069,100,139,13760,2,FALSE,https://pbs.twimg.com/profile_banners/123732552/1663585640,FALSE
9.44E+17,2017-12-22 10:32:20+00:00,2022-09-25 02:32:00+00:00,MVPentrepreneur,MvPentrepreneur,#Veteran #Crypto #Finance #Insurance,343,64,135,4826,3,TRUE,https://pbs.twimg.com/profile_banners/944153625248481281/1513939356,FALSE
1.41E+18,2021-06-23 09:50:07+00:00,2022-09-25 02:32:00+00:00,livy,claventrx,"#𝐂𝐘𝐁𝐄𝐑 ; non è un segreto, ma non sono affari tuoi",60013,5112,4988,18763,3,TRUE,https://pbs.twimg.com/profile_banners/1407637035716780032/1663473546,FALSE
1.44E+18,2021-09-18 16:49:16+00:00,2022-09-25 02:32:00+00:00,jacky boy,jcjackson890,Just vibing 18,1902,45,303,1986,0,TRUE,N/A,FALSE
1.16E+18,2019-08-15 04:59:38+00:00,2022-09-25 02:32:00+00:00,Faiiza ยูยู่ของคุณพี,Faiizaa17,"❤️คริส พีรวัส🐢
❤️ทีมพีรญา🦁
❤️ยูยู่ของคุณพี❤️
#ทีมยาดมคริส
#ทีมมัดย้อม",145930,402,388,22215,0,TRUE,https://pbs.twimg.com/profile_banners/1161865005815357440/1569402643,FALSE
1.52E+18,2022-05-04 23:38:55+00:00,2022-09-25 02:32:00+00:00,German Torres,GermanT72575956,,2785,128,1429,15985,0,TRUE,N/A,FALSE
1.21E+18,2019-12-13 10:15:07+00:00,2022-09-25 02:32:00+00:00,ちいたろ🍦,chiii_10230,"社会人♀O 25↑えんじょい❣スプラ(黒ザップ)とデドバとエペとあつ森 下手くそですけどよろしくお願いします( * . .)"" 飯テロ( ᷇﹃ ᷆ )",18174,214,225,46393,18,TRUE,https://pbs.twimg.com/profile_banners/1205430906015453184/1664038052,FALSE
1.46E+18,2021-11-11 00:14:40+00:00,2022-09-25 02:32:00+00:00,Buc Nasty🐛,amore_mp3,betta fish rights activist,2974,29,94,7294,0,TRUE,https://pbs.twimg.com/profile_banners/1458588906581024769/1636591923,FALSE
1.24E+18,2020-03-28 17:00:03+00:00,2022-09-25 02:32:00+00:00,ミルクティー🧋Rest,milktealazy,✿。꒰ 🐄 ₊🥛꙳ . ꒱ กิน ฟังเพลง แต่งนิยาย ติ่งเกาหลี ดูซีรีส์ ((🔞ไม่คุย18+ ไม่นัด)),5554,23,309,811,0,TRUE,https://pbs.twimg.com/profile_banners/1243945900990324741/1647245240,FALSE
1.54E+18,2022-06-25 08:12:56+00:00,2022-09-25 02:32:00+00:00,ゆうこりん 🤗,gky16291,"JD2/百合/おにゃのこ大好き/ ふともも/色白フェチ/見せ合い希望/ 現在フリーです
すぐ返すよ✋⇒https://t.co/fssl3vJpms",19,10,391,268,0,TRUE,N/A,FALSE
1.52E+18,2022-04-16 10:07:22+00:00,2022-09-25 02:32:00+00:00,Greisy Mergarejo Guerra,GreisyMergarejo,,2076,92,380,68,0,TRUE,N/A,FALSE
2862854264,2014-10-18 15:10:31+00:00,2022-09-25 02:32:00+00:00,桃樹かしす＠マビ樽５ｃｈ（遅刻かしす＠ますん命名,cassismomoki,"マビノギ樽鯖5chにて、まったりプレイ中。（6月16日に復帰した！）
アイコンは砂糖霊さんに、ヘッダーはルカナさんに描いて頂きましたーーー！！！。

テニス再燃して仁王くんに落ちました。

ビーズ細工、レジン、立体プラバンやってます。",62021,424,454,10086,9,FALSE,https://pbs.twimg.com/profile_banners/2862854264/1648215830,FALSE
1.57E+18,2022-09-02 22:43:52+00:00,2022-09-25 02:32:00+00:00,lukas.an,Lukluk18An,"bi 🔥🔥🔥
18yo
top",533,72,457,3599,1,TRUE,https://pbs.twimg.com/profile_banners/1565832822283272192/1662417762,FALSE
1.02E+18,2018-08-01 05:44:13+00:00,2022-09-25 02:32:00+00:00,แง้ว🌙,pieckloo,17↑ 🏳️‍🌈🌻/People are poison.,57855,18,117,27464,0,TRUE,https://pbs.twimg.com/profile_banners/1024531225627701248/1641718033,FALSE
1.41E+18,2021-07-11 18:58:05+00:00,2022-09-25 02:32:00+00:00,小熊,a11353611,,845,26,387,322,0,TRUE,N/A,FALSE
197804929,2010-10-02 14:20:27+00:00,2022-09-25 02:32:00+00:00,Ron Pomeroy,Ragnvaldr1,"I used to build software in Seattle. Now I make stuff.  physical stuff. Self admitted food snob, biker, rollerblader, scuba diver and world travel aficionado.",8050,130,193,11295,5,FALSE,https://pbs.twimg.com/profile_banners/197804929/1646506098,FALSE
1.57E+18,2022-09-06 12:11:39+00:00,2022-09-25 02:32:00+00:00,坂本優馬,XDEqQVT5B64fS0B,,1,0,0,0,0,TRUE,N/A,FALSE
7.50E+17,2016-07-03 14:36:40+00:00,2022-09-25 02:32:00+00:00,xxayz⚡❄,FirstXxayz,"คุณไม่รู้หรอกว่าคำพูดเพียงไม่กี่คำของคุณจะสร้างบาดแผลในใจคนคนนึงไปนานแค่ไหน

ᴡᴀʏᴠ ▪︎ᴛʜᴇ ᴜɴᴛᴀᴍᴇᴅ ▪︎ ꜱᴀᴠᴇɢ",102283,125,1115,133010,0,TRUE,https://pbs.twimg.com/profile_banners/749612827627827204/1595115963,FALSE
1.34E+18,2020-12-27 07:00:26+00:00,2022-09-25 02:32:00+00:00,fuck you Iق؟؟,cuckold6789,"looking hot sexy girl
I like cuckold couples",725,173,1435,3580,1,TRUE,N/A,FALSE
54428757,2009-07-07 03:00:39+00:00,2022-09-25 02:32:00+00:00,Ricky 👻🖤🎶,Teck923,👻 DFIR Manager @arm | ADHD | Elder Emo | Marketing Manager for @theanchorband/@xLinzeyRaex | SANS MSISE Grad Student | Tweets are my own. 👻,20229,7863,1979,20887,109,FALSE,https://pbs.twimg.com/profile_banners/54428757/1545515537,FALSE
234378211,2011-01-05 14:24:06+00:00,2022-09-25 02:32:00+00:00,Isaa⁷🐿 RUSH HOUR🕺,btssjh,#BTS .     ᴏɴʟʏ ᴀʀᴍʏ/ғᴀɴ ᴀᴄᴄᴏᴜɴᴛ💜 @BTS_twt,40152,727,460,99472,23,FALSE,https://pbs.twimg.com/profile_banners/234378211/1663063225,FALSE
1.30E+18,2020-08-21 23:40:55+00:00,2022-09-25 02:32:00+00:00,Tincho 🏁,Nose_que_poner3,Fan de DC y Marvel.,5201,50,110,11422,0,TRUE,https://pbs.twimg.com/profile_banners/1296955341750579203/1662942827,FALSE
1.19E+18,2019-10-24 17:53:33+00:00,2022-09-25 02:32:00+00:00,Aaron Cahoon,acahoon2,"Member of @Ch_JesusChrist I write stuff! 영/한
Kai McDragonfist on many video games, FFXIV included (Midgardsormr)",13065,89,864,41282,1,TRUE,https://pbs.twimg.com/profile_banners/1187426879625498624/1612464592,FALSE
1.21E+18,2019-12-30 04:53:27+00:00,2022-09-25 02:32:00+00:00,ア口ーズサンダﾉﾚ青木,popn_ninja,,62701,249,321,81764,2,TRUE,https://pbs.twimg.com/profile_banners/1211510562535817216/1656328635,FALSE
115303447,2010-02-18 07:23:29+00:00,2022-09-25 02:32:00+00:00,ゲットナビ編集部（公式）,getnavi_onepub,毎月旬のアイテム情報をお届けするゲットナビの公式アカウント。 家電、PC、スマホ、オーディオ、ミニ四駆、文具など何でも扱います！,35784,25951,3577,17420,353,FALSE,https://pbs.twimg.com/profile_banners/115303447/1661316514,FALSE
